17.07.2023 12:45:44: Voltage:5,46;MaxVoltage:5,46;MinVoltage:4,92;Ampere:15,2;MaxAmpere:15,2;MinAmpere:14,32;Temperature:6,29;MaxTemperature:6,29;MinTemperature:5,79
17.07.2023 12:58:36: Voltage:9,77;MaxVoltage:9,91;MinVoltage:0,08;Ampere:25,78;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,57;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:38: Voltage:9,48;MaxVoltage:9,91;MinVoltage:0,08;Ampere:24,44;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,09;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:40: Voltage:8,71;MaxVoltage:9,91;MinVoltage:0,08;Ampere:22,51;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,17;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:42: Voltage:7,79;MaxVoltage:9,91;MinVoltage:0,08;Ampere:19,58;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,04;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:44: Voltage:6,6;MaxVoltage:9,91;MinVoltage:0,08;Ampere:16,53;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,85;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:46: Voltage:5,34;MaxVoltage:9,91;MinVoltage:0,08;Ampere:13,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,56;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:48: Voltage:4,08;MaxVoltage:9,91;MinVoltage:0,08;Ampere:9,78;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,27;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:50: Voltage:2,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:6,66;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,16;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:52: Voltage:1,78;MaxVoltage:9,91;MinVoltage:0,08;Ampere:3,89;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,22;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:54: Voltage:0,98;MaxVoltage:9,91;MinVoltage:0,08;Ampere:1,87;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,52;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:56: Voltage:0,33;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,59;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,17;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:58:58: Voltage:0,17;MaxVoltage:9,91;MinVoltage:0,08;Ampere:0,4;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,2;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:00: Voltage:0,34;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,97;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,61;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:02: Voltage:0,72;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,54;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,24;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:04: Voltage:1,64;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,01;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:06: Voltage:2,58;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,72;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,4;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:08: Voltage:3,89;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,98;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,67;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:10: Voltage:5,18;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,81;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,95;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:12: Voltage:6,34;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,81;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,15;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:14: Voltage:7,67;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,14;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,23;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:16: Voltage:8,61;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,47;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,09;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:18: Voltage:9,3;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,14;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,58;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:20: Voltage:9,82;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,97;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,83;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:23: Voltage:9,9;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,87;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,63;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:25: Voltage:9,48;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,8;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,19;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:27: Voltage:8,91;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,05;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,41;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:29: Voltage:8,08;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,47;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,39;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:31: Voltage:6,93;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,3;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,18;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:33: Voltage:5,63;MaxVoltage:9,91;MinVoltage:0,07;Ampere:13,81;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,86;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:35: Voltage:4,46;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,45;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,63;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:37: Voltage:3,06;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,27;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,33;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:39: Voltage:1,95;MaxVoltage:9,91;MinVoltage:0,07;Ampere:4,43;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,33;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:41: Voltage:1,1;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,23;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,62;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:43: Voltage:0,54;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,88;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,29;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:45: Voltage:0,21;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,58;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,12;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:47: Voltage:0,15;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,75;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,39;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:49: Voltage:0,69;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,08;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,08;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:51: Voltage:1,32;MaxVoltage:9,91;MinVoltage:0,07;Ampere:4,27;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,95;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:53: Voltage:2,28;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,09;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,12;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:55: Voltage:3,49;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,18;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,34;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:57: Voltage:4,8;MaxVoltage:9,91;MinVoltage:0,07;Ampere:13,78;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,56;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 12:59:59: Voltage:6,16;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,05;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,86;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:01: Voltage:7,33;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,17;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,01;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:03: Voltage:8,4;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,67;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,9;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:05: Voltage:9,18;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,88;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,56;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:07: Voltage:9,68;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,96;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,85;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:09: Voltage:9,91;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,81;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,76;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:11: Voltage:9,71;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,36;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:13: Voltage:9,17;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,41;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,68;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:15: Voltage:8,28;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,21;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,58;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:17: Voltage:7,32;MaxVoltage:9,91;MinVoltage:0,07;Ampere:18,18;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,4;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:19: Voltage:6,06;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,63;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,25;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:21: Voltage:4,76;MaxVoltage:9,91;MinVoltage:0,07;Ampere:11,38;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,95;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:23: Voltage:3,46;MaxVoltage:9,91;MinVoltage:0,07;Ampere:8,19;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,74;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:25: Voltage:2,22;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,18;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,63;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:27: Voltage:1,35;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,68;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,82;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:29: Voltage:0,53;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,04;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:31: Voltage:0,21;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,62;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,21;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:33: Voltage:0,24;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,54;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,33;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:35: Voltage:0,52;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,92;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,86;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:37: Voltage:1,18;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,64;MaxAmpere:26,17;MinAmpere:0,19;Temperature:1,68;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:39: Voltage:2,08;MaxVoltage:9,91;MinVoltage:0,07;Ampere:6,32;MaxAmpere:26,17;MinAmpere:0,19;Temperature:2,75;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:41: Voltage:3,16;MaxVoltage:9,91;MinVoltage:0,07;Ampere:9,55;MaxAmpere:26,17;MinAmpere:0,19;Temperature:3,95;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:43: Voltage:4,45;MaxVoltage:9,91;MinVoltage:0,07;Ampere:12,74;MaxAmpere:26,17;MinAmpere:0,19;Temperature:5,33;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:45: Voltage:5,7;MaxVoltage:9,91;MinVoltage:0,07;Ampere:16,38;MaxAmpere:26,17;MinAmpere:0,19;Temperature:6,6;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:47: Voltage:7,06;MaxVoltage:9,91;MinVoltage:0,07;Ampere:19,49;MaxAmpere:26,17;MinAmpere:0,19;Temperature:7,68;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:49: Voltage:8,1;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,48;MaxAmpere:26,17;MinAmpere:0,19;Temperature:8,74;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:51: Voltage:9,05;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,23;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:53: Voltage:9,56;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,54;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,82;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:55: Voltage:9,88;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,94;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,83;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:57: Voltage:9,71;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,55;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,42;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:00:59: Voltage:9,22;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,89;MaxAmpere:26,17;MinAmpere:0,19;Temperature:8,8;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:01: Voltage:8,53;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,84;MaxAmpere:26,17;MinAmpere:0,19;Temperature:7,87;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:03: Voltage:7,44;MaxVoltage:9,91;MinVoltage:0,07;Ampere:19,04;MaxAmpere:26,17;MinAmpere:0,19;Temperature:6,77;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:05: Voltage:6,25;MaxVoltage:9,91;MinVoltage:0,07;Ampere:15,52;MaxAmpere:26,17;MinAmpere:0,19;Temperature:5,52;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:07: Voltage:5,06;MaxVoltage:9,91;MinVoltage:0,07;Ampere:12,32;MaxAmpere:26,17;MinAmpere:0,19;Temperature:4,14;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:09: Voltage:3,8;MaxVoltage:9,91;MinVoltage:0,07;Ampere:8,95;MaxAmpere:26,17;MinAmpere:0,19;Temperature:2,92;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:11: Voltage:2,54;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,58;MaxAmpere:26,17;MinAmpere:0,19;Temperature:1,85;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:13: Voltage:1,44;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,03;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,91;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:15: Voltage:0,8;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,55;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,43;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:17: Voltage:0,3;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,36;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,09;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:19: Voltage:0,14;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,68;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,21;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:21: Voltage:0,43;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,33;MaxAmpere:26,17;MinAmpere:0,19;Temperature:0,64;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:23: Voltage:0,94;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,02;MaxAmpere:26,17;MinAmpere:0,19;Temperature:1,5;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:25: Voltage:1,83;MaxVoltage:9,91;MinVoltage:0,07;Ampere:5,68;MaxAmpere:26,17;MinAmpere:0,19;Temperature:2,53;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:27: Voltage:2,86;MaxVoltage:9,91;MinVoltage:0,07;Ampere:8,56;MaxAmpere:26,17;MinAmpere:0,19;Temperature:3,63;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:29: Voltage:4,16;MaxVoltage:9,91;MinVoltage:0,07;Ampere:11,94;MaxAmpere:26,17;MinAmpere:0,19;Temperature:4,96;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:31: Voltage:5,48;MaxVoltage:9,91;MinVoltage:0,07;Ampere:15,33;MaxAmpere:26,17;MinAmpere:0,19;Temperature:6,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:33: Voltage:6,7;MaxVoltage:9,91;MinVoltage:0,07;Ampere:18,63;MaxAmpere:26,17;MinAmpere:0,19;Temperature:7,5;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:35: Voltage:7,85;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,49;MaxAmpere:26,17;MinAmpere:0,19;Temperature:8,56;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:37: Voltage:8,8;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,83;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:39: Voltage:9,42;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,3;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,8;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:41: Voltage:9,77;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,87;MaxAmpere:26,17;MinAmpere:0,19;Temperature:9,9;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:43: Voltage:9,75;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,77;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,57;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:46: Voltage:9,38;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,21;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,08;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:48: Voltage:8,81;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,24;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,21;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:50: Voltage:7,82;MaxVoltage:9,91;MinVoltage:0,07;Ampere:19,45;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,01;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:52: Voltage:6,67;MaxVoltage:9,91;MinVoltage:0,07;Ampere:16,63;MaxAmpere:26,18;MinAmpere:0,19;Temperature:5,75;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:54: Voltage:5,4;MaxVoltage:9,91;MinVoltage:0,07;Ampere:12,99;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,51;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:56: Voltage:4,04;MaxVoltage:9,91;MinVoltage:0,07;Ampere:9,67;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,19;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:01:58: Voltage:2,79;MaxVoltage:9,91;MinVoltage:0,07;Ampere:6,36;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,1;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:00: Voltage:1,74;MaxVoltage:9,91;MinVoltage:0,07;Ampere:3,88;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,22;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:02: Voltage:0,83;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,66;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,52;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:04: Voltage:0,39;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,59;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,15;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:06: Voltage:0,12;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,43;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,14;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:08: Voltage:0,31;MaxVoltage:9,91;MinVoltage:0,07;Ampere:1,22;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,52;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:10: Voltage:0,84;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,86;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,21;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:12: Voltage:1,54;MaxVoltage:9,91;MinVoltage:0,07;Ampere:4,91;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,29;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:14: Voltage:2,62;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,94;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,37;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:16: Voltage:3,84;MaxVoltage:9,91;MinVoltage:0,07;Ampere:11,07;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,65;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:18: Voltage:5,1;MaxVoltage:9,91;MinVoltage:0,07;Ampere:14,54;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,03;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:20: Voltage:6,45;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,85;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,28;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:22: Voltage:7,67;MaxVoltage:9,91;MinVoltage:0,07;Ampere:21,19;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,22;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:24: Voltage:8,59;MaxVoltage:9,91;MinVoltage:0,07;Ampere:23,64;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,05;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:26: Voltage:9,29;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,18;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,69;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:28: Voltage:9,76;MaxVoltage:9,91;MinVoltage:0,07;Ampere:26,12;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,85;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:30: Voltage:9,81;MaxVoltage:9,91;MinVoltage:0,07;Ampere:25,63;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,68;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:32: Voltage:9,49;MaxVoltage:9,91;MinVoltage:0,07;Ampere:24,87;MaxAmpere:26,18;MinAmpere:0,19;Temperature:9,25;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:34: Voltage:8,93;MaxVoltage:9,91;MinVoltage:0,07;Ampere:22,79;MaxAmpere:26,18;MinAmpere:0,19;Temperature:8,44;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:36: Voltage:8;MaxVoltage:9,91;MinVoltage:0,07;Ampere:20,14;MaxAmpere:26,18;MinAmpere:0,19;Temperature:7,38;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:38: Voltage:6,94;MaxVoltage:9,91;MinVoltage:0,07;Ampere:17,39;MaxAmpere:26,18;MinAmpere:0,19;Temperature:6,1;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:40: Voltage:5,67;MaxVoltage:9,91;MinVoltage:0,07;Ampere:13,65;MaxAmpere:26,18;MinAmpere:0,19;Temperature:4,81;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:42: Voltage:4,37;MaxVoltage:9,91;MinVoltage:0,07;Ampere:10,22;MaxAmpere:26,18;MinAmpere:0,19;Temperature:3,47;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:44: Voltage:3,13;MaxVoltage:9,91;MinVoltage:0,07;Ampere:7,24;MaxAmpere:26,18;MinAmpere:0,19;Temperature:2,39;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:46: Voltage:2,05;MaxVoltage:9,91;MinVoltage:0,07;Ampere:4,19;MaxAmpere:26,18;MinAmpere:0,19;Temperature:1,39;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:48: Voltage:1,14;MaxVoltage:9,91;MinVoltage:0,07;Ampere:2,1;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,59;MaxTemperature:9,92;MinTemperature:0,07
17.07.2023 13:02:50: Voltage:0,49;MaxVoltage:9,91;MinVoltage:0,07;Ampere:0,68;MaxAmpere:26,18;MinAmpere:0,19;Temperature:0,2;MaxTemperature:9,92;MinTemperature:0,07
